MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,N_Traffic,NE_Traffic,E_Traffic,SE_Traffic,S_Traffic,SW_Traffic,W_Traffic,NW_Traffic,Clogging?
1,1,4,MQ,3540,N602MQ,PNS,MIA,600,555,-5,103,96,73,530,826,5,843,831,-12,No,No,Yes,No,No,Yes,Yes,Yes,No
1,1,4,B6,795,N524JB,JFK,AUS,840,853,13,269,269,244,1521,1216,6,1209,1222,13,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
1,1,4,AA,299,N857AA,MIA,DEN,655,659,4,267,264,242,1709,916,7,922,923,1,No,No,Yes,Yes,No,No,Yes,No,No
1,1,4,AA,1476,N4XSAA,ICT,DFW,750,,,85,,,328,,,915,,,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
1,1,4,F9,681,N928FR,MCO,DEN,700,658,-2,253,254,227,1546,902,10,913,912,-1,No,Yes,Yes,No,No,No,Yes,No,No
1,1,4,OO,6407,N767SK,ORD,ASE,805,800,-5,181,186,166,1013,1001,5,1006,1006,0,No,No,No,Yes,No,No,No,No,No
1,1,4,DL,1150,N582NW,HNL,LAX,816,826,10,334,326,287,2556,1534,18,1550,1552,2,No,No,Yes,Yes,No,Yes,No,No,No
1,1,4,US,413,N571UW,LAS,CLT,120,110,-10,245,224,205,1916,747,7,825,754,-31,Yes,No,Yes,No,No,Yes,No,No,No
1,1,4,US,682,N818AW,LAX,RDU,810,800,-10,280,270,239,2239,1515,15,1550,1530,-20,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,HA,10,N389HA,HNL,LAX,800,810,10,325,303,272,2556,1503,10,1525,1513,-12,No,Yes,No,No,No,Yes,No,Yes,No
1,1,4,AA,1184,N4YMAA,ABQ,DFW,725,739,14,110,113,74,569,1024,8,1015,1032,17,No,Yes,Yes,Yes,No,Yes,No,No,No
1,1,4,DL,1105,N140LL,ATL,SLC,805,805,0,265,249,224,1590,1003,11,1030,1014,-16,Yes,No,No,No,Yes,No,Yes,No,No
1,1,4,AA,1660,N567AA,SMF,DFW,600,611,11,210,230,190,1431,1150,11,1130,1201,31,Yes,No,No,Yes,No,No,Yes,No,No
1,1,4,OO,5636,N237SW,SFO,MFR,830,824,-6,107,89,76,329,952,1,1017,953,-24,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,B6,427,N368JB,BOS,BWI,810,806,-4,98,106,70,369,948,4,948,952,4,No,Yes,No,No,No,No,Yes,No,No
1,1,4,OO,2602,N869AS,LAX,ELP,835,833,-2,115,122,90,715,1130,5,1130,1135,5,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
1,1,4,B6,2228,N231JB,MCO,EWR,550,548,-2,149,144,127,937,807,5,819,812,-7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,OO,5466,N568SW,CLD,LAX,600,654,54,51,85,24,86,806,13,651,819,88,No,Yes,No,No,Yes,Yes,Yes,No,No
1,1,4,MQ,2902,N609MQ,DFW,GRK,740,,,48,,,134,,,828,,,No,Yes,No,No,Yes,Yes,No,No,No
1,1,4,WN,203,N955WN,BNA,BWI,900,857,-3,100,81,71,587,1115,3,1140,1118,-22,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1,1,4,NK,972,N606NK,DFW,FLL,600,603,3,159,191,131,1119,1010,4,939,1014,35,No,Yes,Yes,No,No,No,Yes,Yes,No
1,1,4,F9,782,N219FR,LAS,DEN,645,642,-3,109,120,90,628,930,12,934,942,8,Yes,No,Yes,Yes,No,No,No,Yes,No
1,1,4,B6,52,N653JB,MCO,BOS,709,705,-4,166,199,152,1121,1017,7,955,1024,29,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1,1,4,F9,657,N933FR,DEN,SFO,800,758,-2,159,135,113,967,904,9,939,913,-26,No,No,Yes,Yes,No,Yes,No,Yes,No
1,1,4,UA,525,N471UA,MIA,EWR,625,624,-1,181,185,150,1085,911,18,926,929,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1,1,4,OO,4716,N8903A,ISN,MSP,620,617,-3,117,113,74,546,804,6,817,810,-7,No,No,Yes,Yes,No,Yes,No,No,No
1,1,4,B6,2702,N571JB,JFK,BUF,655,645,-10,94,82,62,301,805,2,829,807,-22,No,Yes,No,Yes,No,No,No,Yes,No
1,1,4,OO,5467,N701BR,ONT,SFO,500,513,13,89,85,61,363,633,5,629,638,9,No,Yes,No,No,Yes,No,No,Yes,No
1,1,4,VX,922,N361VA,SFO,LAX,645,638,-7,80,71,54,337,741,8,805,749,-16,Yes,No,No,No,No,Yes,Yes,No,No
1,1,4,AS,130,N457AS,FAI,SEA,115,107,-8,213,218,186,1533,538,7,548,545,-3,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
1,1,4,OO,6346,N291SW,MRY,SFO,600,555,-5,46,39,21,77,629,5,646,634,-12,Yes,No,No,No,Yes,Yes,No,No,No
1,1,4,B6,24,N923JB,LAX,JFK,610,620,10,314,293,279,2475,1409,4,1424,1413,-11,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1,1,4,NK,675,N621NK,MCO,FLL,837,853,16,71,60,39,177,947,6,948,953,5,No,Yes,Yes,No,No,Yes,Yes,No,No
1,1,4,UA,268,N835UA,JAC,DEN,725,724,-1,103,95,62,406,853,6,908,859,-9,Yes,No,No,Yes,Yes,No,No,Yes,No
1,1,4,EV,4183,N14173,CLE,IAH,737,731,-6,206,207,184,1091,951,7,1003,958,-5,Yes,No,Yes,Yes,No,No,No,No,No
1,1,4,EV,4531,N14204,CHS,IAH,615,623,8,172,200,163,925,833,10,807,843,36,No,Yes,No,No,No,Yes,Yes,Yes,No
1,1,4,WN,1074,N619SW,PDX,MCI,830,829,-1,195,201,187,1482,1345,5,1345,1350,5,No,Yes,No,Yes,Yes,No,Yes,No,No
1,1,4,US,466,N568UW,BOS,CLT,810,809,-1,155,155,128,728,1036,8,1045,1044,-1,Yes,Yes,Yes,No,No,No,No,No,No
1,1,4,MQ,3286,N642MQ,DFW,SHV,730,,,58,,,190,,,828,,,No,No,No,Yes,Yes,No,Yes,Yes,No
1,1,4,UA,1163,N24224,MCO,EWR,600,555,-5,154,141,126,937,811,5,834,816,-18,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
1,1,4,B6,1025,N784JB,JFK,TPA,835,836,1,187,180,155,1005,1129,7,1142,1136,-6,No,No,Yes,Yes,No,No,Yes,No,No
1,1,4,WN,3563,N7708E,BDL,RSW,740,745,5,205,194,182,1180,1055,4,1105,1059,-6,No,No,Yes,No,No,No,Yes,Yes,No
1,1,4,WN,2199,N400WN,MHT,MCO,645,645,0,205,187,171,1142,945,7,1010,952,-18,No,No,No,No,No,No,No,Yes,No
1,1,4,OO,5636,N237SW,BFL,SFO,615,608,-7,95,92,59,238,737,3,750,740,-10,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
1,1,4,B6,1016,N309JB,FLL,JAX,705,702,-3,78,73,56,319,811,4,823,815,-8,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
1,1,4,DL,1511,N323NB,DTW,DEN,846,849,3,202,199,176,1123,1000,8,1008,1008,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1,1,4,UA,1440,N47414,ORD,FLL,754,754,0,194,173,147,1182,1136,11,1208,1147,-21,No,No,Yes,No,Yes,No,No,Yes,No
1,1,4,US,821,N107US,MSY,CLT,715,715,0,112,123,78,651,945,33,1007,1018,11,Yes,No,Yes,No,Yes,Yes,No,No,No
1,1,4,DL,1135,N309DE,BHM,ATL,645,644,-1,69,44,30,134,823,5,854,828,-26,No,No,No,No,Yes,No,Yes,Yes,No
1,1,4,MQ,3476,N653MQ,CHS,MIA,640,634,-6,100,117,74,489,824,7,820,831,11,No,No,No,No,No,No,Yes,Yes,No
1,1,4,WN,1828,N904WN,HOU,SAN,850,855,5,210,193,184,1313,1006,2,1020,1008,-12,Yes,No,No,Yes,Yes,No,No,No,No
1,1,4,OO,2622,N492SW,SMF,LAX,600,551,-9,90,97,61,373,723,5,730,728,-2,No,Yes,Yes,Yes,No,No,Yes,No,No
1,1,4,WN,712,N781WN,IND,DCA,905,902,-3,100,80,58,500,1016,6,1045,1022,-23,No,No,No,No,Yes,Yes,No,No,No
1,1,4,WN,500,N782SA,STL,BWI,805,,,120,,,738,,,1105,,,No,Yes,No,No,No,No,No,Yes,No
1,1,4,AS,81,N577AS,SEA,ANC,600,557,-3,234,224,195,1448,837,4,854,841,-13,Yes,Yes,Yes,No,No,Yes,No,No,No
1,1,4,WN,428,N913WN,FLL,ATL,900,856,-4,115,114,89,581,1043,7,1055,1050,-5,Yes,Yes,Yes,No,No,Yes,No,No,No
1,1,4,WN,1579,N429WN,ATL,SFO,850,848,-2,330,307,292,2139,1049,6,1120,1055,-25,Yes,Yes,Yes,No,No,No,No,No,No
1,1,4,OO,5462,N929EV,SPI,ORD,600,604,4,64,65,39,174,703,6,704,709,5,Yes,No,No,Yes,No,No,No,Yes,No
1,1,4,B6,1289,N568JB,EWR,SJU,730,722,-8,233,227,189,1608,1200,9,1223,1209,-14,Yes,No,No,No,No,Yes,No,Yes,No
1,1,4,OO,4553,N820SK,BOI,LAX,630,624,-6,130,127,90,674,724,7,740,731,-9,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,EV,6144,N13969,SYR,ORD,745,742,-3,145,158,114,607,914,6,910,920,10,No,No,No,No,Yes,No,No,No,No
1,1,4,AS,634,N409AS,SEA,PHX,725,725,0,166,172,144,1107,1112,5,1111,1117,6,No,Yes,Yes,No,No,No,No,No,No
1,1,4,EV,6119,N14148,ORD,OKC,845,854,9,144,149,125,693,1113,10,1109,1123,14,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1,1,4,HA,123,N476HA,HNL,LIH,726,732,6,37,42,24,102,809,5,803,814,11,Yes,Yes,No,No,No,Yes,No,No,No
1,1,4,WN,1133,N627SW,SMF,PHX,740,737,-3,105,131,95,647,1042,6,1025,1048,23,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1,1,4,VX,1903,N524VA,LAS,SFO,900,923,23,95,83,65,414,1039,7,1035,1046,11,Yes,No,No,Yes,No,No,No,Yes,No
1,1,4,EV,5537,N713EV,EYW,ATL,810,805,-5,121,112,94,646,950,7,1011,957,-14,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
1,1,4,F9,117,N933FR,MSP,DEN,545,538,-7,129,128,104,680,637,9,654,646,-8,Yes,No,No,No,Yes,Yes,Yes,No,No
1,1,4,DL,2541,N358NB,DFW,DTW,730,727,-3,158,136,116,986,1036,7,1108,1043,-25,Yes,No,No,No,No,No,No,Yes,No
1,1,4,EV,6119,N16951,RIC,ORD,608,608,0,137,141,123,642,723,6,725,729,4,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
1,1,4,AA,387,N4XXAA,LAX,AUS,625,,,175,,,1242,,,1120,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,WN,4563,N642WN,OKC,ATL,645,641,-4,125,131,90,761,946,6,950,952,2,No,Yes,No,No,Yes,No,No,No,No
1,1,4,EV,4389,N14916,CLT,ORD,758,755,-3,127,139,107,599,904,10,905,914,9,No,Yes,No,Yes,No,Yes,No,No,No
1,1,4,DL,2416,N894AT,MCO,JFK,820,818,-2,152,137,122,944,1029,6,1052,1035,-17,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
1,1,4,AA,1222,N499AA,TUS,DFW,815,816,1,130,155,98,813,1135,16,1125,1151,26,No,No,Yes,Yes,No,Yes,Yes,No,No
1,1,4,WN,681,N527SW,BWI,DAL,835,829,-6,210,210,193,1209,1054,5,1105,1059,-6,Yes,No,Yes,No,No,Yes,No,Yes,No
1,1,4,MQ,3063,N511MQ,ELP,ORD,655,,,175,,,1236,,,1050,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1,1,4,EV,4316,N13965,SAV,IAH,800,801,1,160,174,145,851,946,9,940,955,15,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,AA,1371,N477AA,MEM,DFW,650,641,-9,105,101,78,432,813,9,835,822,-13,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1,1,4,AA,1652,N015AA,ATL,MIA,815,806,-9,117,97,81,594,938,5,1012,943,-29,Yes,No,Yes,Yes,Yes,No,No,No,No
1,1,4,DL,1575,N965DN,IND,ATL,710,706,-4,113,79,62,432,822,3,903,825,-38,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
1,1,4,AA,222,N3JSAA,LAX,BOS,655,650,-5,320,292,271,2611,1438,4,1515,1442,-33,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,WN,685,N435WN,BUF,PHX,750,809,19,315,321,305,1912,1124,6,1105,1130,25,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,MQ,3024,N611MQ,GJT,DFW,700,,,145,,,773,,,1025,,,No,No,Yes,No,Yes,Yes,Yes,No,No
1,1,4,AS,383,N622AS,SFO,PDX,900,900,0,101,104,83,550,1041,3,1041,1044,3,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,B6,841,N612JB,JFK,SAV,755,753,-2,139,124,109,718,954,3,1014,957,-17,No,Yes,No,Yes,No,Yes,No,No,No
1,1,4,WN,390,N283WN,MSP,MDW,700,656,-4,95,76,58,349,804,8,835,812,-23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1,1,4,EV,4456,N14972,CRP,IAH,717,709,-8,56,54,38,201,755,8,813,803,-10,Yes,No,No,Yes,Yes,Yes,No,No,No
1,1,4,DL,1950,N661DN,SLC,DTW,745,740,-5,216,206,171,1481,1256,10,1321,1306,-15,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1,1,4,AA,1674,N853AA,LAS,MIA,35,27,-8,268,266,238,2174,746,7,803,753,-10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,UA,761,N549UA,ORD,SFO,705,713,8,280,260,238,1846,925,8,945,933,-12,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1,1,4,WN,2246,N357SW,DTW,ATL,845,842,-3,125,109,87,594,1024,7,1050,1031,-19,Yes,Yes,No,No,No,Yes,No,No,No
1,1,4,UA,1290,N15712,SNA,ORD,815,819,4,245,224,200,1726,1351,12,1420,1403,-17,No,No,Yes,Yes,No,No,No,No,No
1,1,4,OO,6261,N107SY,SAT,SFO,550,557,7,249,223,198,1482,724,16,759,740,-19,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,DL,364,N547US,SEA,LAX,700,712,12,153,137,118,954,919,10,933,929,-4,Yes,No,Yes,No,No,Yes,No,Yes,No
1,1,4,MQ,3214,N648MQ,DTW,ORD,900,944,44,95,100,48,235,952,32,935,1024,49,No,Yes,Yes,Yes,No,No,No,Yes,No
1,1,4,OO,6465,N495CA,SLC,LAX,600,604,4,132,122,85,590,701,5,712,706,-6,No,No,Yes,No,No,Yes,Yes,Yes,No
1,1,4,WN,414,N7815L,DAL,ATL,745,747,2,125,115,92,721,1029,13,1050,1042,-8,No,Yes,No,No,Yes,No,No,Yes,No
1,1,4,UA,1167,N66837,ORD,DEN,533,540,7,167,163,142,888,712,11,720,723,3,No,Yes,No,No,No,Yes,No,Yes,No
1,1,4,DL,1796,N926DH,MSP,LGA,905,900,-5,162,162,116,1020,1225,17,1247,1242,-5,Yes,Yes,No,No,Yes,Yes,No,No,No
1,1,4,UA,665,N401UA,RSW,EWR,638,632,-6,172,163,144,1068,906,9,930,915,-15,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,EV,6019,N15574,ELM,ORD,745,756,11,123,122,108,566,849,9,848,858,10,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,UA,544,N831UA,PIT,IAH,600,622,22,195,197,175,1117,836,3,815,839,24,Yes,No,No,Yes,No,No,No,Yes,No
1,1,4,OO,5370,N979SW,ORD,MBS,610,607,-3,66,56,37,222,757,6,816,803,-13,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1,1,4,EV,4431,N14158,SAV,EWR,600,726,86,126,125,98,708,922,9,806,931,85,No,No,No,No,Yes,Yes,No,No,No
1,1,4,US,1982,N152UW,FLL,CLT,625,616,-9,117,116,95,631,802,10,822,812,-10,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,DL,1614,N906DL,LIT,ATL,705,658,-7,100,75,58,453,909,4,945,913,-32,Yes,No,No,No,No,Yes,No,No,No
1,1,4,DL,807,N368NB,EWR,ATL,745,743,-2,156,139,116,746,956,6,1021,1002,-19,No,No,Yes,Yes,No,Yes,No,No,No
1,1,4,AA,1352,N558AA,STL,ORD,830,923,53,80,60,41,258,1013,10,950,1023,33,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
1,1,4,WN,3133,N7734H,HOU,HRL,800,802,2,65,67,53,277,905,4,905,909,4,No,No,Yes,Yes,No,Yes,No,Yes,No
1,1,4,DL,854,N667DN,SFO,DTW,700,701,1,273,267,247,2079,1422,6,1433,1428,-5,No,No,Yes,Yes,No,Yes,Yes,No,No
1,1,4,WN,4122,N486WN,BWI,MEM,825,824,-1,160,157,141,787,957,4,1005,1001,-4,No,Yes,Yes,No,No,Yes,No,Yes,No
1,1,4,WN,597,N768SW,SFO,ATL,600,554,-6,280,270,253,2139,1316,8,1340,1324,-16,No,No,No,No,No,Yes,Yes,No,No
1,1,4,HA,21,N373HA,SEA,HNL,845,901,16,375,357,343,2677,1253,5,1300,1258,-2,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,DL,2310,N930DL,ATL,DFW,832,830,-2,153,137,114,731,938,9,1005,947,-18,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,WN,884,N8625A,MDW,PHX,850,850,0,245,241,225,1444,1146,5,1155,1151,-4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,OO,6285,N962SW,MFR,DEN,540,538,-2,161,188,138,964,938,8,921,946,25,Yes,No,No,No,No,Yes,No,Yes,No
1,1,4,UA,1216,N76526,EWR,SJU,757,757,0,233,209,188,1608,1222,4,1250,1226,-24,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1,1,4,AA,1241,N852AA,MCO,DFW,900,857,-3,180,171,146,985,1036,12,1100,1048,-12,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,WN,4657,N410WN,LAS,MDW,800,758,-2,210,199,183,1521,1312,5,1330,1317,-13,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
1,1,4,DL,1610,N385DN,DEN,DTW,615,613,-2,184,142,121,1123,1029,6,1119,1035,-44,No,No,No,No,No,Yes,No,No,No
1,1,4,AA,258,N3HYAA,LAX,MIA,20,15,-5,285,281,258,2342,748,8,805,756,-9,No,No,Yes,Yes,No,No,Yes,No,No
1,1,4,WN,4304,N415WN,SNA,PHX,820,816,-4,70,66,49,338,1013,9,1030,1022,-8,No,No,No,Yes,No,No,Yes,No,No
1,1,4,DL,1071,N932DN,MKE,MSP,655,653,-2,90,82,52,297,812,3,825,815,-10,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1,1,4,US,465,N184US,PHX,ORD,845,853,8,202,192,160,1440,1253,12,1307,1305,-2,No,No,Yes,Yes,No,Yes,No,Yes,No
1,1,4,EV,6020,N11121,ISN,DEN,601,559,-2,129,122,83,576,651,10,710,701,-9,Yes,No,No,Yes,Yes,No,No,No,No
1,1,4,UA,1523,N57863,BOS,SFO,800,809,9,410,391,369,2704,1131,9,1150,1140,-10,Yes,No,No,No,No,Yes,No,No,No
1,1,4,EV,2548,N905EV,DFW,BTR,830,829,-1,80,89,55,383,952,6,950,958,8,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,UA,670,N457UA,TPA,EWR,655,654,-1,155,155,133,997,920,9,930,929,-1,Yes,No,No,No,Yes,No,No,Yes,No
1,1,4,AA,48,N3JXAA,SAN,DFW,835,830,-5,175,164,141,1171,1304,10,1330,1314,-16,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
1,1,4,DL,1518,N591NW,MCO,ATL,620,613,-7,91,89,61,404,736,6,751,742,-9,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1,1,4,UA,736,N522UA,SFO,EWR,700,659,-1,326,315,286,2565,1506,8,1526,1514,-12,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,US,727,N756US,PIT,LAX,800,800,0,335,329,301,2136,1013,16,1035,1029,-6,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
1,1,4,AA,53,N3LHAA,DCA,LAX,840,838,-2,360,350,331,2311,1121,7,1140,1128,-12,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1,1,4,WN,2279,N440LV,SLC,PHX,735,736,1,105,104,69,507,914,6,920,920,0,Yes,No,No,Yes,No,No,Yes,Yes,No
1,1,4,AA,1553,N3JNAA,DCA,MIA,659,653,-6,165,151,129,919,913,11,944,924,-20,No,No,Yes,Yes,No,No,Yes,No,No
1,1,4,WN,2400,N405WN,SAN,HOU,810,807,-3,175,175,161,1313,1257,5,1305,1302,-3,No,No,No,Yes,No,Yes,Yes,No,No
1,1,4,DL,783,N962DN,MSP,ATL,630,626,-4,158,146,112,907,944,8,1008,952,-16,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
1,1,4,DL,1430,N957AT,BNA,ATL,745,742,-3,76,57,38,214,934,5,1001,939,-22,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,B6,1196,N760JB,FLL,PVD,855,907,12,171,170,152,1188,1153,4,1146,1157,11,No,No,Yes,No,No,No,No,No,No
1,1,4,DL,1221,N37700,CVG,SEA,840,839,-1,306,289,270,1965,1019,9,1046,1028,-18,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
1,1,4,AA,1077,N483AA,BWI,DFW,835,823,-12,215,216,188,1217,1050,9,1110,1059,-11,Yes,No,No,No,No,Yes,No,Yes,No
1,1,4,WN,372,N938WN,TPA,HOU,805,803,-2,160,136,123,781,915,4,945,919,-26,Yes,No,No,No,Yes,Yes,No,No,No
1,1,4,OO,7404,N8982A,HIB,MSP,510,500,-10,68,78,35,174,612,6,618,618,0,Yes,No,Yes,Yes,No,No,No,Yes,No
1,1,4,F9,821,N920FR,MCI,DEN,605,607,2,109,113,93,533,653,7,654,700,6,Yes,Yes,Yes,No,No,No,Yes,No,No
1,1,4,B6,905,N504JB,JFK,ORD,830,828,-2,169,166,139,740,1000,14,1019,1014,-5,Yes,No,No,No,No,Yes,No,No,No
1,1,4,WN,384,N785SW,CLT,MDW,850,855,5,130,129,103,584,958,6,1000,1004,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,AS,8,N464AS,SEA,EWR,800,809,9,309,279,262,2402,1543,5,1609,1548,-21,No,No,Yes,Yes,No,Yes,Yes,No,No
1,1,4,DL,784,N556NW,ATL,MSP,830,826,-4,162,174,139,907,1015,5,1012,1020,8,No,No,No,No,Yes,Yes,No,Yes,No
1,1,4,AA,1173,N020AA,IAD,MIA,720,714,-6,166,173,136,921,943,24,1006,1007,1,No,No,No,Yes,No,No,Yes,Yes,No
1,1,4,EV,4258,N16571,CLT,IAH,746,748,2,179,186,157,912,945,9,945,954,9,No,No,Yes,Yes,No,No,No,Yes,No
1,1,4,EV,5589,N882AS,ATL,MOB,830,825,-5,80,63,50,302,825,3,850,828,-22,Yes,No,No,Yes,Yes,No,Yes,No,No
1,1,4,AA,1305,N456AA,DSM,DFW,640,633,-7,140,144,105,624,850,7,900,857,-3,No,Yes,Yes,No,No,Yes,No,No,No
1,1,4,UA,1491,N13718,SAT,DEN,905,900,-5,140,147,104,794,953,34,1025,1027,2,No,No,No,Yes,No,No,Yes,No,No
1,1,4,DL,1326,N905DA,DTW,RSW,810,813,3,191,170,149,1084,1059,4,1121,1103,-18,No,No,No,No,No,Yes,No,Yes,No
1,1,4,OO,6521,N874AS,DEN,SAN,800,859,59,150,132,112,853,1004,7,930,1011,41,Yes,No,No,Yes,Yes,No,Yes,No,No
1,1,4,WN,3852,N551WN,ATL,LGA,845,840,-5,130,124,100,762,1032,12,1055,1044,-11,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1,1,4,UA,247,N462UA,PHX,IAH,600,751,111,148,160,118,1009,1120,11,928,1131,123,Yes,No,No,Yes,No,Yes,No,Yes,No
1,1,4,AA,24,N784AA,SFO,JFK,720,714,-6,340,332,307,2586,1541,5,1600,1546,-14,Yes,Yes,No,No,Yes,Yes,No,No,No
1,1,4,UA,1547,N36444,MCO,IAH,747,748,1,155,149,133,854,911,6,922,917,-5,Yes,Yes,No,No,Yes,Yes,No,No,No
1,1,4,WN,408,N8635F,BWI,AUS,900,901,1,235,231,216,1342,1147,5,1155,1152,-3,No,No,No,Yes,No,Yes,Yes,No,No
1,1,4,OO,5291,N564SW,GCC,DEN,642,642,0,107,91,66,313,804,9,829,813,-16,Yes,No,No,No,No,Yes,Yes,Yes,No
1,1,4,AA,375,N4WLAA,STL,DFW,605,557,-8,120,111,90,550,742,6,805,748,-17,Yes,No,Yes,Yes,No,No,No,No,No
1,1,4,NK,103,N616NK,BOS,MYR,510,506,-4,140,134,112,738,714,6,730,720,-10,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1,1,4,OO,6344,N119SY,DFW,SFO,730,730,0,249,247,204,1464,931,6,939,937,-2,No,No,Yes,Yes,No,No,No,No,No
1,1,4,HA,115,N493HA,OGG,HNL,736,730,-6,35,46,23,100,759,17,811,816,5,No,No,Yes,Yes,No,No,Yes,No,No
1,1,4,UA,1417,N21723,EWR,CLE,759,754,-5,102,93,79,404,923,4,941,927,-14,Yes,Yes,No,Yes,Yes,No,No,No,No
1,1,4,DL,1971,N934DN,MSP,PHX,700,659,-1,214,197,180,1276,912,4,934,916,-18,Yes,Yes,No,No,No,Yes,Yes,No,No
1,1,4,OO,6307,N110SY,MSP,SFO,730,729,-1,260,243,201,1589,915,17,950,932,-18,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
1,1,4,B6,939,N794JB,JFK,BQN,545,545,0,221,202,180,1576,1002,5,1026,1007,-19,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,DL,1598,N669DN,SEA,ATL,630,631,1,275,287,245,2182,1405,13,1405,1418,13,No,No,No,No,No,No,Yes,No,No
1,1,4,MQ,3431,N820MQ,COU,DFW,645,,,120,,,489,,,845,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1,1,4,B6,433,N328JB,DCA,PBI,757,742,-15,148,139,120,857,959,2,1025,1001,-24,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
1,1,4,AS,847,N558AS,SAN,OGG,700,656,-4,357,385,362,2541,1117,4,1057,1121,24,No,Yes,No,Yes,No,No,No,No,No
1,1,4,AA,275,N634AA,MCO,MIA,830,828,-2,67,57,39,192,918,7,937,925,-12,No,Yes,No,No,No,Yes,Yes,No,No
1,1,4,OO,3497,N216AG,COS,SEA,800,758,-2,185,152,137,1068,926,4,1005,930,-35,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
